Table Name,Field Name,Field Type,Field Description
ProjectActivity,ActorUserId,string,"An alternative ID for the user identified in the UserId property. For example, this property is populated with the passport unique ID (PUID) for events performed by users in SharePoint, OneDrive for Business, and Exchange. This property may also specify the same value as the UserID property for events occurring in other services and events performed by system accounts."
ProjectActivity,ActorUserType,string,"The type of user that performed the operation. Possible types are: Admin, System, Application, Service Principal and Other."
ProjectActivity,_BilledSize,real,The record size in bytes
ProjectActivity,EventOriginalType,string,"The name of the user or admin activity that performed the activity. For a description of the most common operations/activities, see ""Search the audit log"" in the Office 365 Protection Center. For Exchange admin activity, this property identifies the name of the cmdlet that was run. For Dlp events, this can be ""DlpRuleMatch"", ""DlpRuleUndo"" or ""DlpInfo"", which are described under ""DLP schema"" below."
ProjectActivity,EventOriginalUid,string,Unique identifier of an audit record.
ProjectActivity,EventProduct,string,The Microsoft service name.
ProjectActivity,EventResult,string,"Indicates whether the action (specified in the Operation property) was successful or not. Possible values are Succeeded, PartiallySucceeded, or Failed."
ProjectActivity,EventVendor,string,The vendor service name.
ProjectActivity,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
ProjectActivity,ObjectId,string,"For SharePoint and OneDrive for business activity, the full path name of the file or folder accessed by the user. For Exchange admin audit logging, the name of the object that was modified by the cmdlet."
ProjectActivity,OnBehalfOfResId,string,The resource ID the action was taken on behalf of.
ProjectActivity,OrganizationId,string,"The GUID for your organization's Office 365 tenant. This value will always be the same for your organization, regardless of the Office 365 service in which it occurs."
ProjectActivity,ProjectAction,string,The project action that was taken.
ProjectActivity,ProjectEntity,string,The project entity the audit was for.
ProjectActivity,RecordType,string,The type of operation indicated by the record. See the AuditLogRecordType table for details on the types of audit log records.
ProjectActivity,Scope,string,Event can be created by a hosted Office 365 service or an on-premises server. Possible values are online and onprem. Note that SharePoint is the only workload currently sending events from on-premises to Office 365.
ProjectActivity,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
ProjectActivity,SrcIpAddr,string,"The IP address of the device that was used when the activity was logged. The IP address is displayed in either an IPv4 or IPv6 address format. For some services, the value displayed in this property might be the IP address for a trusted application (for example, Office on the web apps) calling into the service on behalf of a user and not the IP address of the device used by person who performed the activity. Also, for Azure Active Directory-related events, the IP address isn't logged and the value for the ClientIP property is null."
ProjectActivity,TenantId,string,The Log Analytics workspace ID
ProjectActivity,TimeGenerated,datetime,The date and time in UTC when the user performed the activity.
ProjectActivity,Type,string,The name of the table
ProjectActivity,UserType,string,The type of user that performed the operation.
ProjectActivity,Workload,string,The Office 365 service where the activity occurred.
ProofpointPODMailLog_CL,,,No columns found or plain table (no linked schema page)
ProofpointPODMessage_CL,,,No columns found or plain table (no linked schema page)
ProofPointTAPClicksBlockedV2_CL,,,No columns found or plain table (no linked schema page)
ProofPointTAPClicksPermittedV2_CL,,,No columns found or plain table (no linked schema page)
ProofPointTAPMessagesBlockedV2_CL,,,No columns found or plain table (no linked schema page)
ProofPointTAPMessagesDeliveredV2_CL,,,No columns found or plain table (no linked schema page)
PurviewDataSensitivityLogs,ActivityType,string,"The type of data sensitivity event: classification, labeling."
PurviewDataSensitivityLogs,AssetCreationTime,datetime,Time (UTC) at which the asset was created.
PurviewDataSensitivityLogs,AssetLastScanTime,datetime,Time (UTC) at which the asset was last scanned.
PurviewDataSensitivityLogs,AssetModifiedTime,datetime,Time (UTC) at which the asset was last modified.
PurviewDataSensitivityLogs,AssetName,string,Name of the asset scanned.
PurviewDataSensitivityLogs,AssetPath,string,Path of the asset scanned in a source.
PurviewDataSensitivityLogs,AssetType,string,"Type of asset that was scanned: file, column, table, generic."
PurviewDataSensitivityLogs,_BilledSize,real,The record size in bytes
PurviewDataSensitivityLogs,Classification,dynamic,Names of the classifications found.
PurviewDataSensitivityLogs,ClassificationDetails,dynamic,"List of classification details: ID, name, count, uniquecount, confidence."
PurviewDataSensitivityLogs,ClassificationTrigger,string,The trigger for the classification event.
PurviewDataSensitivityLogs,FileExtension,string,File extension of the asset scanned. Only populated when asset type is a file.
PurviewDataSensitivityLogs,FileSize,long,File size of the asset scanned in bytes. Only populated when asset type is a file.
PurviewDataSensitivityLogs,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
PurviewDataSensitivityLogs,PurviewAccountName,string,Name of the Purview account.
PurviewDataSensitivityLogs,PurviewRegion,string,Region of the Purview account.
PurviewDataSensitivityLogs,PurviewTenantId,string,Tenant ID associated with the Purview account.
PurviewDataSensitivityLogs,_ResourceId,string,A unique identifier for the resource that the record is associated with
PurviewDataSensitivityLogs,SensitivityLabel,dynamic,Names for the labels found.
PurviewDataSensitivityLogs,SensitivityLabelDetails,dynamic,"List of label details: ID, name, order."
PurviewDataSensitivityLogs,SensitivityLabelTrigger,string,The trigger for the sensitivity label event.
PurviewDataSensitivityLogs,SourceCollectionName,string,Name of the data source collection name in Purview.
PurviewDataSensitivityLogs,SourceName,string,Name of the data source scanned as registered in Purview.
PurviewDataSensitivityLogs,SourcePath,string,Resource Path of the data source. Ex: ARM path for Azure resources and ARN for AWS resources.
PurviewDataSensitivityLogs,SourceRegion,string,The location of the data source that was scanned.
PurviewDataSensitivityLogs,SourceScanId,string,The associated Purview scan ID for the source.
PurviewDataSensitivityLogs,SourceSubscriptionId,string,Subscription ID associated with the data source. Account ID for AWS resources.
PurviewDataSensitivityLogs,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
PurviewDataSensitivityLogs,SourceType,string,"Type of data source scanned: azuredatalakegen1, azureblob, azuredataexplorer, amazons3 etc."
PurviewDataSensitivityLogs,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
PurviewDataSensitivityLogs,TenantId,string,The Log Analytics workspace ID
PurviewDataSensitivityLogs,TimeGenerated,datetime,Time (UTC) when the log was generated.
PurviewDataSensitivityLogs,Type,string,The name of the table
QscoutAppEvents_CL,,,No columns found or plain table (no linked schema page)
QualysHostDetectionV3_CL,,,No columns found or plain table (no linked schema page)
QualysKB_CL,,,No columns found or plain table (no linked schema page)
QualysKnowledgeBase,_BilledSize,real,The record size in bytes
QualysKnowledgeBase,Category,string,Vulnerability Category.
QualysKnowledgeBase,Consequence,string,Vulnerability Consequence.
QualysKnowledgeBase,CveId,dynamic,Common Vulnerabilities and Exposures identifier.
QualysKnowledgeBase,CveUrl,dynamic,URL for the CVE entry.
QualysKnowledgeBase,Diagnosis,string,Diagnosis information for the vulnerability.
QualysKnowledgeBase,DiscoveryAdditionalInfo,string,Additional information about vulnerability discovery.
QualysKnowledgeBase,DiscoveryAuthType,dynamic,Authentication type used for discovery.
QualysKnowledgeBase,DiscoveryRemote,string,Remote discovery information.
QualysKnowledgeBase,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
QualysKnowledgeBase,LastServiceModificationDateTime,datetime,Date and time when the vulnerability was last modified in the service.
QualysKnowledgeBase,Patchable,string,Indicates whether the vulnerability is patchable.
QualysKnowledgeBase,PciFlag,string,PCI compliance flag indicator.
QualysKnowledgeBase,PublishedDatetime,datetime,Date and time when the vulnerability was published.
QualysKnowledgeBase,Qid,string,The QID of the vulnerability.
QualysKnowledgeBase,SeverityLevel,string,Severity level of the vulnerability.
QualysKnowledgeBase,SoftwareProduct,dynamic,Software product affected by the vulnerability.
QualysKnowledgeBase,SoftwareVendor,dynamic,Vendor of the affected software.
QualysKnowledgeBase,Solution,string,Solution or remediation steps for the vulnerability.
QualysKnowledgeBase,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
QualysKnowledgeBase,TenantId,string,The Log Analytics workspace ID
QualysKnowledgeBase,ThreatIntelligence,dynamic,Threat intelligence data associated with the vulnerability.
QualysKnowledgeBase,TimeGenerated,datetime,Date and time when the record was generated.
QualysKnowledgeBase,Type,string,The name of the table
QualysKnowledgeBase,VendorReferenceId,dynamic,Vendor-specific reference identifier.
QualysKnowledgeBase,VendorReferenceUrl,dynamic,URL for vendor-specific reference.
QualysKnowledgeBase,VulnTitle,string,Title of the ingested vulnerability.
QualysKnowledgeBase,VulnType,string,Type or classification of the vulnerability.
RadiflowEvent,,,No columns found or plain table (no linked schema page)
RSAIDPlus_AdminLogs_CL,,,No columns found or plain table (no linked schema page)
Rubrik_Anomaly_Data_CL,,,No columns found or plain table (no linked schema page)
Rubrik_Events_Data_CL,,,No columns found or plain table (no linked schema page)
Rubrik_Ransomware_Data_CL,,,No columns found or plain table (no linked schema page)
Rubrik_ThreatHunt_Data_CL,,,No columns found or plain table (no linked schema page)
SailPointIDN_Events_CL,,,No columns found or plain table (no linked schema page)
SailPointIDN_Triggers_CL,,,No columns found or plain table (no linked schema page)
SalesforceServiceCloudV2_CL,,,No columns found or plain table (no linked schema page)
Samsung_Knox_Audit_CL,,,No columns found or plain table (no linked schema page)
SAPBTPAuditLog_CL,,,No columns found or plain table (no linked schema page)
SAPETDAlerts_CL,,,No columns found or plain table (no linked schema page)
SAPETDInvestigations_CL,,,No columns found or plain table (no linked schema page)
SAPLogServ_CL,,,No columns found or plain table (no linked schema page)
SecurityAlert,AlertLink,string,
SecurityAlert,AlertName,string,
SecurityAlert,AlertSeverity,string,
SecurityAlert,AlertType,string,
SecurityAlert,_BilledSize,real,The record size in bytes
SecurityAlert,CompromisedEntity,string,
SecurityAlert,ConfidenceLevel,string,
SecurityAlert,ConfidenceScore,real,
SecurityAlert,Description,string,
SecurityAlert,DisplayName,string,
SecurityAlert,EndTime,datetime,
SecurityAlert,Entities,string,
SecurityAlert,ExtendedLinks,string,
SecurityAlert,ExtendedProperties,string,
SecurityAlert,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
SecurityAlert,IsIncident,bool,
SecurityAlert,ProcessingEndTime,datetime,
SecurityAlert,ProductComponentName,string,
SecurityAlert,ProductName,string,
SecurityAlert,ProviderName,string,
SecurityAlert,RemediationSteps,string,
SecurityAlert,ResourceId,string,
SecurityAlert,SourceComputerId,string,
SecurityAlert,StartTime,datetime,
SecurityAlert,Status,string,
SecurityAlert,SubTechniques,string,
SecurityAlert,SystemAlertId,string,
SecurityAlert,Tactics,string,
SecurityAlert,Techniques,string,
SecurityAlert,TimeGenerated,datetime,
SecurityAlert,Type,string,The name of the table
SecurityAlert,VendorName,string,
SecurityAlert,VendorOriginalId,string,
SecurityAlert,WorkspaceResourceGroup,string,
SecurityAlert,WorkspaceSubscriptionId,string,
SecurityAlertâ,,,No columns found or plain table (no linked schema page)
SecurityBridgeLogs_CL,,,No columns found or plain table (no linked schema page)
SecurityEvent,AccessMask,string,Hexadecimal mask for the requested or performed operation.
SecurityEvent,Account,string,The Security context for services or users.
SecurityEvent,AccountDomain,string,Subject's domain or computer name.
SecurityEvent,AccountExpires,string,The date when the account expires.
SecurityEvent,AccountName,string,"The name of the account that requested the ""remove domain trust"" operation."
SecurityEvent,AccountSessionIdentifier,string,A unique identifier that is generated by the machine when the session is created.
SecurityEvent,AccountType,string,Identifies whether the account is a computer account (machine) or a user's.
SecurityEvent,Activity,string,The descriptive title of the event occurred.
SecurityEvent,AdditionalInfo,string,"Additional information that is provided by the source, which do not mapped to other fields, represented by list."
SecurityEvent,AdditionalInfo2,string,"Additional information that is provided by the source, which do not mapped to other fields, represented by list."
SecurityEvent,AllowedToDelegateTo,string,The list of SPNs to which this account can present delegated credentials.
SecurityEvent,Attributes,string,Additional information about the event.
SecurityEvent,AuditPolicyChanges,string,Events that are generated when changes are made to the system audit policy or audit settings on a file or registry key.
SecurityEvent,AuditsDiscarded,int,Number of audit messages that were discarded.
SecurityEvent,AuthenticationLevel,int,Number of audit messages that were discarded.
SecurityEvent,AuthenticationPackageName,string,the name of loaded Authentication Package. The format is: DLL_PATH_AND_NAME: AUTHENTICATION_PACKAGE_NAME.
SecurityEvent,AuthenticationProvider,string,"The identity of the provider responsible for the authentication process (can include a certificate authority, a username, a password authentication system, etc)."
SecurityEvent,AuthenticationServer,string,The server in which located the authentication provider.
SecurityEvent,AuthenticationService,int,The service in which located the authentication provider.
SecurityEvent,AuthenticationType,string,"the type of authentication that was used for the event (two-factor authentication, biometric authentication, etc)."
SecurityEvent,AzureDeploymentID,string,Azure deployment ID of the cloud service the log belongs to.
SecurityEvent,_BilledSize,real,The record size in bytes
SecurityEvent,CACertificateHash,string,The hash value of the certificate authority's (CA) certificate that was used to authenticate the user who performed the event.
SecurityEvent,CalledStationID,string,Information about the ID of the station that initiated the action that led to the security event.
SecurityEvent,CallerProcessId,string,Hexadecimal Process ID of the process that attempted the logon. Process ID (PID) is a number used by the operating system to uniquely identify an active process.
SecurityEvent,CallerProcessName,string,Full path and the name of the executable for the process.
SecurityEvent,CallingStationID,string,Information about the ID of the station that initiated the action that led to the security event.
SecurityEvent,CAPublicKeyHash,string,Hash value that identifies the public key of a certification authority (CA) that issued a certificate.
SecurityEvent,CategoryId,string,"The category of the security event that occurred (login attempt, data breach, etc)."
SecurityEvent,CertificateDatabaseHash,string,Hash value that identifies the database that issued a certificate.
SecurityEvent,Channel,string,The channel to which the event was logged.
SecurityEvent,ClassId,string,'Class Guid' attribute of device.
SecurityEvent,ClassName,string,'Class' attribute of device.
SecurityEvent,ClientAddress,string,IP address of the computer from which the TGT request was received.
SecurityEvent,ClientIPAddress,string,IP address of the computer that initiated the action that led to the event.
SecurityEvent,ClientName,string,computer name from which the user was reconnected. Has 'Unknown' value for console session.
SecurityEvent,CommandLine,string,The command line arguments that were passed to an application or process that was involved in the event.
SecurityEvent,CompatibleIds,string,"'Compatible Ids' attribute of device. To see device properties, start Device Manager, open specific device properties, and click 'Details':"
SecurityEvent,Computer,string,The name of the computer on which the event occurred.
SecurityEvent,Correlation,string,The activity identifiers that consumers can use to group related events together.
SecurityEvent,DCDNSName,string,The DNS name of the domain controller that was involved in the event.
SecurityEvent,DeviceDescription,string,the description of the device that was involved in the event.
SecurityEvent,DeviceId,string,The unique identifier of the device that was involved in the event.
SecurityEvent,DisplayName,string,"It is a name, displayed in the address book for a particular account. This is usually the combination of the user's first name, middle initial, and last name."
SecurityEvent,Disposition,string,"The event outcome/ resolution, such as whether the event was resolved or whether any action was taken in response to the event."
SecurityEvent,DomainBehaviorVersion,string,msDS-Behavior-Version domain attribute was modified. Numeric value.
SecurityEvent,DomainName,string,The name of removed trusted domain.
SecurityEvent,DomainPolicyChanged,string,"Indicates whether any domain policies have been changed as part of the event (password policies, security policies, etc)."
SecurityEvent,DomainSid,string,"SID of the trust partner. This parameter might not be captured in the event, and in that case appears as 'NULL SID'."
SecurityEvent,EAPType,string,The type of Extensible Authentication Protocol (EAP) that was used for the event authentication process.
SecurityEvent,ElevatedToken,string,"A 'Yes' or 'No' flag. If 'Yes', then the session this event represents is elevated and has administrator privileges."
SecurityEvent,ErrorCode,int,Contains error code for Failure events. For Success events this parameter has '0x0' value.
SecurityEvent,EventData,string,Event specific data associated with the event.
SecurityEvent,EventID,int,The identifier that the provider used to identify the event.
SecurityEvent,EventLevelName,string,The rendered message string of the level specified in the event.
SecurityEvent,EventRecordId,string,The record number assigned to the event when it was logged.
SecurityEvent,EventSourceName,string,The name of the software that logs the event (applicationor a succomponent).
SecurityEvent,ExtendedQuarantineState,string,"The state of the network quarantine process, if applicable. Network quarantine is a process by which unauthorized devices are prevented from accessing a network until they meet certain security requirements or have been checked for malware."
SecurityEvent,FailureReason,string,"textual explanation of Status field value. For this event, it typically has 'Account locked out' value."
SecurityEvent,FileHash,string,"The hash value for any files that are were accessed or modified as part of the event, or any files that were used in the authentication or authorization process."
SecurityEvent,FilePath,string,Full path and filename of the key file on which the operation was performed.
SecurityEvent,FilePathNoUser,string,"The path of any files that are related to the event, excluding the username or other user-specific information."
SecurityEvent,Filter,string,Filters that are used in the performed event.
SecurityEvent,ForceLogoff,string,'\Security Settings\Local Policies\Security Options\Network security: Force logoff when logon hours expire' group policy.
SecurityEvent,Fqbn,string,The fully qualified binary name (FQBN) for any files that are related to the event.
SecurityEvent,FullyQualifiedSubjectMachineName,string,The fully qualified domain name (FQDN) of the machine that initiated the event.
SecurityEvent,FullyQualifiedSubjectUserName,string,The username of the user or service that initiated the event in FQDN format.
SecurityEvent,GroupMembership,string,"The list of group SIDs which logged account belongs to (member of). Event Viewer automatically tries to resolve SIDs and show the account name. If the SID cannot be resolved, you will see the source data in the event."
SecurityEvent,HandleId,string,Hexadecimal value of a handle to Object Name. This field can be used for correlation with other events.
SecurityEvent,HardwareIds,string,"'Hardware Ids' attribute of device. To see device properties, start Device Manager, open specific device properties, and click 'Details':"
SecurityEvent,HomeDirectory,string,"User's home directory. If homeDrive attribute is set and specifies a drive letter, homeDirectory should be a UNC path. The path must be a network UNC of the form \Server\Share\Directory."
SecurityEvent,HomePath,string,User's home path. The path must be a network UNC of the form \Server\Share\Directory.
SecurityEvent,InterfaceUuid,string,The unique identifier (UUID) for the network interface that was used for the event.
SecurityEvent,IpAddress,string,the network address (usually IPv4 or IPv6) associated with the event.
SecurityEvent,IpPort,string,The network port number associated with the event.
SecurityEvent,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
SecurityEvent,KeyLength,int,The length of NTLM Session Security key. Typically it has 128 bit or 56 bit length.
SecurityEvent,Keywords,string,A bitmask of the keywords defined in the event.
SecurityEvent,Level,string,"Windows categorizes every event with a severity level. The levels in order of severity are information, verbose, warning, error and critical expressed in numbers."
SecurityEvent,LmPackageName,string,The name of the package or software component that is currently using the Local Security Authority (LSA) on the machine where the event is being generated.
SecurityEvent,LocationInformation,string,"'Location information' attribute of device. To see device properties, start Device Manager, open specific device properties, and click 'Details':"
SecurityEvent,LockoutDuration,string,'\Security Settings\Account Policies\Account Lockout Policy\Account lockout duration' group policy. Numeric value.
SecurityEvent,LockoutObservationWindow,string,'\Security Settings\Account Policies\Account Lockout Policy\Reset account lockout counter after' group policy. Numeric value.
SecurityEvent,LockoutThreshold,string,'\Security Settings\Account Policies\Account Lockout Policy\Account lockout threshold' group policy. Numeric value.
SecurityEvent,LoggingResult,string,The result of the logon process.
SecurityEvent,LogonGuid,string,A GUID that can help you correlate this event with another event that can contain the same Logon GUID.
SecurityEvent,LogonHours,string,Hours that the account is allowed to logon to the domain.
SecurityEvent,LogonID,string,Hexadecimal value that can help you correlate this event with recent events that might contain the same Logon ID.
SecurityEvent,LogonProcessName,string,The name of registered logon process.
SecurityEvent,LogonType,int,The type of logon which was performed.
SecurityEvent,LogonTypeName,string,"The type of logon or authentication event that is being captured by the event log (common values:Interactive, Network, RemoteInteractive, Unlock)."
SecurityEvent,MachineAccountQuota,string,ms-DS-MachineAccountQuota domain attribute was modified. Numeric value.
SecurityEvent,MachineInventory,string,"Information about the hardware configuration and software environment of the computer where the event is being generated. It can include different data points, for instance: the make and model of the computer, the amount of RAM or storage space available, the version numbers of various software applications, etc)."
SecurityEvent,MachineLogon,string,Information about a successful logon event in the machine.
SecurityEvent,ManagementGroupName,string,Additional information based on the resource type.
SecurityEvent,MandatoryLabel,string,ID of integrity label which was assigned to the new process.
SecurityEvent,MaxPasswordAge,string,The period of time (in days) that a password can be used before the system requires the user to change it.
SecurityEvent,MemberName,string,The user account that was involved in the event.
SecurityEvent,MemberSid,string,The security identifier (SID) associated with the user account that was involved in the event.
SecurityEvent,MinPasswordAge,string,The period of time (in days) that a password must be used before the system requires the user to change it.
SecurityEvent,MinPasswordLength,string,The least number of characters that can make up a password for a user account.
SecurityEvent,MixedDomainMode,string,The domain mode of a system or domain controller.
SecurityEvent,NASIdentifier,string,The identifier of the network access server (NAS) that was involved in the event.
SecurityEvent,NASIPv4Address,string,"The IPv4Address of the network access server (NAS) that was involved in the event, if applicable."
SecurityEvent,NASIPv6Address,string,"The IPv6Address of the network access server (NAS) that was involved in the event, if applicable."
SecurityEvent,NASPort,string,the port on the network access server that was used in the event.
SecurityEvent,NASPortType,string,the type of network access server (NAS) used in the event.
SecurityEvent,NetworkPolicyName,string,The name of the network policy associated with the event.
SecurityEvent,NewDate,string,New date in UTC time zone. The format is YYYY-MM-DD.
SecurityEvent,NewMaxUsers,string,The new maximum number of users allowed for a resource in the event.
SecurityEvent,NewProcessId,string,Hexadecimal Process ID of the new process. Process ID (PID) is a number used by the operating system to uniquely identify an active process.
SecurityEvent,NewProcessName,string,Full path and the name of the executable for the new process.
SecurityEvent,NewRemark,string,The new value of network share 'Comments:' field. Has 'N/A' value if it isn't set.
SecurityEvent,NewShareFlags,string,"The share flags associated with a resource in the event, for instance: information on whether the resource is read-only or read/write, whether it is hidden, and other parameters that can affect access and permissions."
SecurityEvent,NewTime,string,New time that was set in UTC time zone. The format is YYYY-MM-DDThh:mm:ss.nnnnnnnZ
SecurityEvent,NewUacValue,string,"Specifies flags that control password, lockout, disable/enable, script, and other behavior for the user account."
SecurityEvent,NewValue,string,New value for changed registry key value.
SecurityEvent,NewValueType,string,New type of changed registry key value.
SecurityEvent,ObjectName,string,"Name and other identifying information for the object for which access was requested. For example, for a file, the path would be included."
SecurityEvent,ObjectServer,string,Contains the name of the Windows subsystem calling the routine.
SecurityEvent,ObjectType,string,The type of an object that was accessed during the operation.
SecurityEvent,ObjectValueName,string,The name of modified registry key value.
SecurityEvent,OemInformation,string,The original equipment manufacturer (OEM) associated with a device or system in the event.
SecurityEvent,OldMaxUsers,string,The previous maximum number of users allowed for a resource in the event.
SecurityEvent,OldRemark,string,the old value of network share 'Comments:' field. Has 'N/A' value if it isn't set.
SecurityEvent,OldShareFlags,string,"The previous share flags associated with a resource in the event, for instance: information on whether the resource is read-only or read/write, whether it is hidden, and other parameters that can affect access and permissions."
SecurityEvent,OldUacValue,string,"Specifies flags that control password, lockout, disable/enable, script, and other behavior for the user account. This parameter contains the previous value of userAccountControl attribute of user object."
SecurityEvent,OldValue,string,Old value for changed registry key value.
SecurityEvent,OldValueType,string,Old type of changed registry key value.
SecurityEvent,Opcode,string,The opcode element is defined by the SystemPropertiesType complex type.
SecurityEvent,OperationType,string,The type of operation which was performed on an object
SecurityEvent,PackageName,string,The name of the LAN Manager sub-package (NTLM-family protocol name) that was used during logon.
SecurityEvent,ParentProcessName,string,The name of the parent process associated with the event.
SecurityEvent,PasswordHistoryLength,string,"\Security Settings\Account Policies\Password Policy\Enforce password history"" group policy. Numeric value."
SecurityEvent,PasswordLastSet,string,Last time the account's password was modified.
SecurityEvent,PasswordProperties,string,"The password policies or properties associated with the event, for example: password length, complexity and expiration date."
SecurityEvent,PreviousDate,string,The previous date associated with the event.
SecurityEvent,PreviousTime,string,Previous time in UTC time zone. The format is YYYY-MM-DDThh:mm:ss.nnnnnnnZ.
SecurityEvent,PrimaryGroupId,string,Relative Identifier (RID) of user's object primary group.
SecurityEvent,PrivateKeyUsageCount,string,The number of times a private key has been used.
SecurityEvent,PrivilegeList,string,"The privileges, including user, group, or system privileges associated with the event."
SecurityEvent,Process,string,The name of the process that generates the event.
SecurityEvent,ProcessId,string,Identifies the process that generated the event.
SecurityEvent,ProcessName,string,Full path and the name of the executable for the process.
SecurityEvent,ProfilePath,string,"Specifies a path to the account's profile. This value can be a null string, a local absolute path, or a UNC path."
SecurityEvent,Properties,string,Depends on Object Type. This field can be empty or contain the list of the object properties that were accessed.
SecurityEvent,ProtocolSequence,string,Information about the protocol used for an authentication attempt.
SecurityEvent,ProxyPolicyName,string,Name of the policy that was used to configure the proxy server for connecting to the network.
SecurityEvent,QuarantineHelpURL,string,URL that provides help with troubleshooting a network quarantine issue.
SecurityEvent,QuarantineSessionID,string,Identifier of the session where the file was assessed for quarantine.
SecurityEvent,QuarantineSessionIdentifier,string,Identifier of the session where the file was assessed for quarantine.
SecurityEvent,QuarantineState,string,It shows whether the file is quarantined.
SecurityEvent,QuarantineSystemHealthResult,string,Report that shows the status of the files that have been quarantined.
SecurityEvent,RelativeTargetName,string,"Relative name of the accessed target file or folder. This file-path is relative to the network share. If access was requested for the share itself, then this field appears as """"."
SecurityEvent,RemoteIpAddress,string,The IP address of the computer that initiated a remote connection.
SecurityEvent,RemotePort,string,The port number of the remote computer that initiated a connection.
SecurityEvent,Requester,string,The event requester identifier.
SecurityEvent,RequestId,string,"A unique identifier that's associated with particular requests, such as those made over HTTP."
SecurityEvent,_ResourceId,string,A unique identifier for the resource that the record is associated with
SecurityEvent,RestrictedAdminMode,string,Only populated for RemoteInteractive logon type sessions. This is a Yes/No flag indicating if the credentials provided were passed using Restricted Admin mode. Restricted Admin mode was added in Win8.1/2012R2 but this flag was added to the event in Win10.
SecurityEvent,RowsDeleted,string,The number of rows that were deleted as a part of a particular operation.
SecurityEvent,SamAccountName,string,logon name for account used to support clients and servers from previous versions of Windows (pre-Windows 2000 logon name).
SecurityEvent,ScriptPath,string,Specifies the path of the account's logon script.
SecurityEvent,SecurityDescriptor,string,Information about the security settings and permissions of a particular object or resource.
SecurityEvent,ServiceAccount,string,The security context that the service will run as when started.
SecurityEvent,ServiceFileName,string,Indicates the type of service that was registered with the Service Control Manager.
SecurityEvent,ServiceName,string,The name of installed service.
SecurityEvent,ServiceStartType,int,"Contains information about how a particular service should be started, whether it should be started automatically or manually."
SecurityEvent,ServiceType,string,Indicates the type of service that was registered with the Service Control Manager.
SecurityEvent,SessionName,string,The name of the session to which the user was reconnected.
SecurityEvent,ShareLocalPath,string,The local path of accessed network share.
SecurityEvent,ShareName,string,The name of accessed network share. The format is: \*\SHARE_NAME.
SecurityEvent,SidHistory,string,Contains previous SIDs used for the object if the object was moved from another domain.
SecurityEvent,SourceComputerId,string,Unique identifier assigned to each computer in a Windows domain.
SecurityEvent,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
SecurityEvent,Status,string,"The reason why logon failed. For this event, it typically has '0xC0000234' value. The most common status codes are listed in Table 12. Windows logon status codes."
SecurityEvent,StorageAccount,string,Sets the storage account access key.
SecurityEvent,SubcategoryGuid,string,The unique GUID of changed subcategory.
SecurityEvent,SubcategoryId,string,A unique identifier for a specific type of the event.
SecurityEvent,Subject,string,Information about the security principal (for instance: user account) that initiated the event.
SecurityEvent,SubjectAccount,string,Information about the account that is initiating the event.
SecurityEvent,SubjectDomainName,string,Information about the domain or workgroup to which the subject account belongs.
SecurityEvent,SubjectKeyIdentifier,string,A unique identifier for a particular certificate subject.
SecurityEvent,SubjectLogonId,string,A unique identifier for the logon session associated with the subject account.
SecurityEvent,SubjectMachineName,string,Information about the machine or system from which the event was created.
SecurityEvent,SubjectMachineSID,string,The security identifier (SID) for the machine that generated the event.
SecurityEvent,SubjectUserName,string,The name of the user account that generated the event.
SecurityEvent,SubjectUserSid,string,The security identifier (SID) for the user account that generated the event.
SecurityEvent,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
SecurityEvent,SubStatus,string,Additional information about logon failure. The most common substatus codes listed in the 'Table 12. Windows logon status codes'.
SecurityEvent,SystemProcessId,int,Identifies the process that generated the event.
SecurityEvent,SystemThreadId,int,Identifies the thread that generated the event.
SecurityEvent,SystemUserId,string,The ID of the user who is responsible for the event.
SecurityEvent,TableId,string,The specific data table identifier the event data is stored in.
SecurityEvent,TargetAccount,string,"The account targeted by the event (user name, computer name, etc)."
SecurityEvent,TargetDomainName,string,The name of the domain that the target account belongs to.
SecurityEvent,TargetInfo,string,"Additional information about the event target (for example: the path to a file or folder, the name of a registry key, etc)."
